Company,Year,Category,Rank,System_Sales_Millions,Avg_Sales_Per_Unit_Thousands,Franchised_Units,Company_Units,Total_Units,Total_Change_From_Previous_Year,popChange_2020_to_2023,city_state
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-275,"Franklin, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-275,"Franklin, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-275,"Franklin, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-152,"Harrodsburg, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,362,"Hopkinsville, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,113,"Jackson, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-364,"La Grange, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-58,"Leitchfield, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,198,"Madisonville, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,187,"Maysville, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,348,"Newport, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,94,"Owensboro, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,162,"Paintsville, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,200,"Prestonsburg, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,273,"Radcliff, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,273,"Radcliff, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-513,"Shelbyville, Kentucky"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1796,"Alexandria, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,7343,"Baton Rouge, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,312,"Bogalusa, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-22,"Bossier City, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-14,"Denham Springs, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,257,"DeRidder, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-174,"Donaldsonville, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1513,"Gonzales, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,786,"Gretna, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,786,"Gretna, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,3130,"Kenner, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-67,"Lafayette, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-67,"Lafayette, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-67,"Lafayette, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-67,"Lafayette, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,5305,"Lake Charles, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,5305,"Lake Charles, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,277,"Leesville, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,277,"Leesville, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-153,"Mandeville, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1081,"Monroe, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,19861,"New Orleans, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,451,"Opelousas, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,277,"Plaquemine, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-539,"Scott, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,9642,"Shreveport, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,9642,"Shreveport, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,244,"Slidell, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-17,"Walker, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-2078,"Youngsville, Louisiana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-202,"Augusta, Maine"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-313,"Ellsworth, Maine"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,97,"Brentwood, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,88,"Capitol Heights, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,562,"College Park, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,562,"College Park, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,562,"College Park, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,142,"District Heights, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,142,"District Heights, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1,"Hagerstown, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,526,"Hyattsville, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,668,"Laurel, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-193,"Rockville, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-96,"Sykesville, Maryland"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,769,"Brockton, Massachusetts"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1243,"Everett, Massachusetts"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,502,"Framingham, Massachusetts"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1257,"Lowell, Massachusetts"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,436,"Peabody, Massachusetts"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-261,"Salem, Massachusetts"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2257,"Springfield, Massachusetts"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,408,"Adrian, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,373,"Albion, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4494,"Ann Arbor, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1229,"Auburn Hills, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,533,"Battle Creek, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,332,"Burton, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-43,"Cedar Springs, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,56,"Clio, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-612,"Coldwater, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-612,"Coldwater, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2419,"Dearborn Heights, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,6257,"Detroit, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,51,"Dowagiac, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,646,"Eastpointe, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1608,"Flint, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1608,"Flint, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1608,"Flint, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,10,"Grand Ledge, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2282,"Grand Rapids, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2282,"Grand Rapids, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2282,"Grand Rapids, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2282,"Grand Rapids, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2282,"Grand Rapids, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2282,"Grand Rapids, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2282,"Grand Rapids, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,181,"Hazel Park, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,42,"Hillsdale, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-166,"Holland, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,447,"Kalamazoo, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,447,"Kalamazoo, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,546,"Lansing, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,546,"Lansing, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-80,"Lapeer, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1600,"Lincoln Park, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,3344,"Livonia, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,37,"Lowell, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-13,"Manistee, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,377,"Monroe, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,377,"Monroe, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,550,"Oak Park, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,43,"Plainwell, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,206,"Plymouth, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-86,"Pontiac, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-400,"Portage, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,254,"Rochester, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1052,"Roseville, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1023,"Saginaw, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,920,"Southfield, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1015,"Southgate, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-199,"South Lyon, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-199,"South Lyon, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-37,"Traverse City, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,115,"Utica, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2742,"Warren, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,633,"Wayne, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,633,"Wayne, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2833,"Westland, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,60,"Wixom, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,60,"Wixom, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,60,"Wixom, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-941,"Wyoming, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1262,"Ypsilanti, Michigan"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-593,"Alexandria, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-448,"Burnsville, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-448,"Burnsville, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,14,"Chanhassen, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-959,"Duluth, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4873,"Minneapolis, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4873,"Minneapolis, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4873,"Minneapolis, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4873,"Minneapolis, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4873,"Minneapolis, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-371,"Monticello, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-318,"Rogers, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-541,"Savage, Minnesota"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1205,"Biloxi, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,101,"Brookhaven, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1040,"Clarksdale, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-476,"Flowood, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,430,"Grenada, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,89,"Magee, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1584,"Oxford, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,419,"Pascagoula, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1011,"Pearl, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,247,"Tupelo, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,566,"Yazoo City, Mississippi"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-13,"Bethany, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1796,"Blue Springs, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-258,"Branson, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,186,"Bridgeton, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-956,"Cape Girardeau, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3286,"Columbia, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3286,"Columbia, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3286,"Columbia, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3286,"Columbia, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3286,"Columbia, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,69,"Dexter, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1403,"Eureka, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-146,"Farmington, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,70,"Fenton, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,70,"Fenton, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-744,"Festus, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1408,"Florissant, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1408,"Florissant, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,607,"Hazelwood, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-96,"Hollister, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2001,"Independence, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2001,"Independence, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2001,"Independence, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,688,"Jefferson City, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1330,"Joplin, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-2726,"Kansas City, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-2726,"Kansas City, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-2726,"Kansas City, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,59,"Kirksville, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,726,"Maryland Heights, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,510,"Moberly, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-400,"Monett, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-400,"Monett, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-47,"Mount Vernon, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-134,"Pacific, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-164,"Park Hills, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,44,"Perryville, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,98,"Poplar Bluff, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,98,"Poplar Bluff, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-486,"Rolla, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-351,"Sedalia, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1018,"Springfield, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1018,"Springfield, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1018,"Springfield, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-850,"Warrenton, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-850,"Warrenton, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-421,"West Plains, Missouri"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,51,"Great Falls, Montana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-5149,"Kalispell, Montana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-466,"Polson, Montana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-466,"Polson, Montana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-466,"Polson, Montana"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1146,"Bellevue, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-435,"Columbus, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,517,"Grand Island, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,517,"Grand Island, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,517,"Grand Island, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-564,"Kearney, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,882,"North Platte, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,8535,"Omaha, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,8535,"Omaha, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,377,"Papillion, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,139,"Scottsbluff, Nebraska"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-16046,"Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-25246,"North Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-25246,"North Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-25246,"North Las Vegas, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-10769,"Reno, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-10769,"Reno, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-10769,"Reno, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1860,"Sparks, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1860,"Sparks, Nevada"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,121,"Keene, New Hampshire"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,178,"Manchester, New Hampshire"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,331,"Nashua, New Hampshire"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,2632,"Kearny, New Jersey"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-591,"New Brunswick, New Jersey"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-591,"New Brunswick, New Jersey"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,198,"Perth Amboy, New Jersey"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-357,"Alamogordo, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-357,"Alamogordo, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-357,"Alamogordo, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4310,"Albuquerque, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4310,"Albuquerque, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4310,"Albuquerque, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,4310,"Albuquerque, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,738,"Carlsbad, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,376,"Farmington, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,376,"Farmington, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,158,"Grants, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,158,"Grants, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,158,"Grants, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1135,"Hobbs, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3510,"Las Cruces, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3510,"Las Cruces, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-3510,"Las Cruces, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,311,"Las Vegas, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,436,"Lovington, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1332,"Roswell, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1332,"Roswell, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1662,"Santa Fe, New Mexico"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,434,"Geneva, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,106,"Johnstown, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,285,"Kingston, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,189,"Middletown, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,189,"Middletown, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,464,"North Tonawanda, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,276,"Olean, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-1495,"Schenectady, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,3055,"Syracuse, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,3055,"Syracuse, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,1679,"Utica, New York"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-967,"Aberdeen, North Carolina"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-546,"Asheboro, North Carolina"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-293,"Asheville, North Carolina"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-696,"Boone, North Carolina"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-17,"Cameron, North Carolina"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-36682,"Charlotte, North Carolina"
Taco Bell,2022,Global,4,13850,1900,6734,464,7198,196,-36682,"Charlotte, North Carolina"
